GST_ID_NO,Weight,GST_Cereal,GST_Other,GST_Total
768011201,36,22,3058,3080
768011202,36,28,11298,11326
768011301,2793,38,2593,2631
768012101,1336,30,2765,2794
768012201,267,32,5695,5727
768012202,267,33,3350,3383
768012301,26718,36,2725,2761
768021101,169,82,4970,5052
768021102,169,74,4334,4408
768021301,5675,25,1711,1736
768021302,5675,24,836,860
768022201,339,18,4262,4280
768022202,339,5,713,718
768022203,339,25,2675,2700
768022301,20668,22,1872,1894
768031101,1044,24,2949,2974
768031201,2401,74,12541,12615
768031202,2401,80,5957,6037
768031301,4907,42,2522,2564
768032101,3132,79,21865,21943
768032201,9552,22,1390,1412
768032202,9552,33,1815,1848
768032301,11588,26,2415,2442
768041101,177,49,20549,20598
768041102,177,30,4849,4880
768041201,252,9,1093,1102
768041202,252,25,4093,4118
768041301,10302,,877,0
768042201,454,34,4328,4361
768042202,454,31,2584,2615
768042301,32723,26,3909,3935
768051101,509,70,4801,4871
768051102,509,62,5721,5783
768051103,509,29,1275,1304
768051104,509,31,2528,2559
768051105,509,48,2400,2447
768051106,509,31,1580,1611
768051301,16328,23,1349,1373
768051302,16328,64,4697,4761
768061101,182,47,2079,2126
768061201,68,20,1673,1693
768061202,68,26,790,816
768061301,3510,16,1889,1905
768062101,410,60,4422,4482
768062201,2257,37,1700,1736
768062202,2257,9,1577,1586
768062301,26668,21,1077,1098
768071101,1255,16,13898,13914
768071102,1255,31,4203,4235
768071201,816,22,7555,7577
768071202,816,27,14115,14142
768071203,816,38,4677,4715
768071204,816,25,42373,42398
768071301,11672,29,2363,2393
768071302,11672,21,2788,2809
768081101,333,30,2194,2224
768081102,333,50,3751,3801
768081201,183,30,2537,2566
768081202,183,54,3327,3381
768081203,183,49,7883,7932
768081204,183,35,3016,3051
768081301,5225,27,2074,2101
768081302,5225,43,2385,2429
768091101,375,22,2125,2146
768091201,450,14,1479,1493
768091202,450,18,744,762
768091203,450,22,1611,1633
768091204,450,19,1694,1712
768091301,2477,36,879,915
768092101,2364,13,949,962
768092301,36143,15,838,853
768101101,622,30,7821,7851
768101201,529,44,5503,5547
768101202,529,17,2275,2292
768101301,6844,38,2179,2217
768102101,1867,22,9536,9558
768102201,1680,33,3081,3114
768102202,1680,36,3138,3174
768102301,18292,24,1597,1621
768111101,1474,39,12250,12288
768111102,1474,30,122244,122274
768111201,663,87,6468,6555
768111202,663,25,4698,4723
768111203,663,27,5184,5211
768111204,663,8,1066,1075
768111301,13121,24,2372,2396
768111302,13121,36,3456,3492
768121101,355,36,93541,93577
768121201,497,9,472,481
768121202,497,4,668,672
768121301,3871,37,11350,11388
768122101,2131,53,16218,16271
768122201,1598,32,4148,4180
768122202,1598,21,1408,1429
768122301,23436,52,6142,6194
768131101,738,33,15010,15043
768131102,738,57,6815,6872
768131201,533,42,5192,5234
768131202,533,32,3507,3540
768131203,533,18,6999,7018
768131204,533,48,2990,3037
768131301,12386,38,1607,1645
768131302,12386,47,3467,3513
768141101,439,16,2824,2840
768141201,3468,30,6585,6615
768141202,3468,30,1699,1729
768141301,307,56,9326,9382
768142101,4829,39,3082,3121
768142201,25111,18,1839,1857
768142202,25111,18,2431,2449
768142301,4346,42,3860,3902
768151101,176,39,6513,6552
768151201,237,9,1689,1698
768151202,237,42,5665,5707
768151301,1722,13,908,922
768152101,3338,38,21859,21898
768152201,5174,31,11645,11676
768152202,5174,25,3255,3280
768152301,25371,22,4014,4036
768161101,998,33,8399,8432
768161201,748,34,15723,15757
768161202,748,37,10716,10752
768161301,8978,30,32134,32164
768162101,2993,34,9995,10028
768162201,3591,29,8214,8242
768162202,3591,6,5573,5579
768162301,21847,22,6821,6842
768171101,809,58,14699,14757
768171201,2223,30,6741,6771
768171202,2223,13,5271,5284
768171301,3558,6,2183,2190
768172101,2426,57,5168,5224
768172201,5458,39,12644,12683
768172202,5458,59,5343,5402
768172301,10673,23,3102,3125
768181101,286,55,5220,5276
768181102,286,33,2696,2728
768181201,1214,35,3364,3399
768181202,1214,27,1718,1745
768181203,1214,15,1096,1111
768181204,1214,22,5443,5466
768181301,2800,56,2880,2936
768181302,2800,36,2246,2282
768191101,137,52,70716,70767
768191201,611,14,1052,1066
768191202,611,26,2513,2539
768191301,618,19,1542,1561
768192101,1921,16,27497,27513
768192201,4515,29,1979,2009
768192202,4515,32,3659,3692
768192301,12874,36,1952,1987
768201101,234,346,69713,70060
768201201,876,25,3396,3421
768201202,876,30,3690,3719
768201301,865,28,2950,2978
768202101,1215,39,4641,4681
768202201,10480,30,3978,4008
768202202,10480,17,1337,1354
768202301,5164,51,3309,3360
768211101,600,78,11056,11134
768211201,1401,30,2399,2429
768211202,1401,37,2782,2819
768211301,4103,15,1156,1171
768212101,1001,10,2048,2059
768212201,1201,28,4303,4331
768212202,1201,6,688,694
768212301,6205,38,3494,3532
768221101,229,40,17361,17401
768221201,252,18,4379,4397
768221202,252,24,4861,4886
768221301,1808,11,3231,3242
768222101,2059,62,8587,8649
768222201,2368,6,552,557
768222202,2368,7,549,556
768222301,8650,37,3433,3470
768231101,725,54,36411,36465
768231201,834,0,2901,2902
768231202,834,14,1678,1692
768231301,6234,48,4128,4176
768232101,2899,28,4838,4866
768232201,1885,38,10259,10297
768232202,1885,6,1588,1594
768232301,20295,27,3943,3970
768241101,255,16,6763,6779
768241201,1184,20,3755,3775
768241202,1184,27,4922,4949
768241301,1457,29,3973,4002
768242101,2040,26,3680,3705
768242201,9052,38,4339,4378
768242202,9052,12,3723,3735
768242301,4080,31,3414,3444
768251101,86,45,15570,15615
768251201,755,23,3704,3727
768251202,755,51,4397,4448
768251301,173,27,3612,3639
768252101,3451,23,10087,10110
768252201,14148,16,2148,2165
768252202,14148,33,8013,8046
768252301,9662,27,4062,4089
768261101,1449,62,18648,18710
768261201,580,,1244,0
768261202,580,38,4139,4177
768261301,9854,50,7315,7365
768262101,2898,26,5898,5923
768262201,1014,19,8180,8200
768262202,1014,13,1353,1366
768262301,17970,39,3446,3485
768271101,568,36,99336,99372
768271201,852,30,3902,3933
768271202,852,9,1385,1393
768271301,5168,12,2546,2559
768272101,2272,28,5269,5296
768272201,1817,13,2751,2764
768272202,1817,31,5366,5396
768272301,14084,25,3380,3405
768281101,451,31,22378,22408
768281102,451,44,19088,19132
768281201,2118,21,1619,1640
768281202,2118,14,6004,6018
768281203,2118,22,2354,2376
768281204,2118,19,2464,2484
768281301,5903,24,3247,3271
768281302,5903,7,414,421
768291101,634,63,10182,10245
768291102,634,26,3439,3465
768291201,507,20,3951,3971
768291202,507,31,3688,3719
768291203,507,20,2208,2227
768291204,507,31,5331,5362
768291301,12291,13,7318,7331
768291302,12291,35,4235,4270
768301101,82,14,1974,1988
768301201,78,49,1517,1566
768301202,78,17,878,895
768301301,922,12,623,635
768302101,3182,15,1228,1243
768302201,7000,14,3769,3783
768302202,7000,46,2245,2291
768302301,20681,36,1815,1850
768311101,175,23,2688,2711
768311201,699,29,3462,3491
768311202,699,27,4510,4537
768311301,786,16,1345,1361
768312101,2307,27,3963,3989
768312201,16147,22,2869,2891
768312202,16147,24,2001,2025
768312301,14993,17,3266,3282
768321101,962,45,2717,2762
768321201,1443,54,2492,2546
768321202,1443,48,2097,2145
768321301,9481,55,2091,2145
768322101,1649,11,1096,1107
768322201,5634,11,1030,1041
768322202,5634,11,805,816
768322301,16214,10,571,580
768331101,920,38,1588,1626
768331201,2577,17,784,801
768331202,2577,17,1343,1360
768331301,5706,35,2254,2289
768332101,2761,74,10351,10426
768332201,4970,35,1012,1046
768332202,4970,33,1450,1483
768332301,16842,43,865,908
768341101,1284,39,4438,4477
768341102,1284,43,7358,7400
768341201,1284,14,1460,1474
768341202,1284,24,2672,2696
768341203,1284,37,6335,6371
768341204,1284,17,3055,3072
768341301,13864,29,3607,3636
768341302,13864,24,1877,1901
768351101,437,14,1533,1546
768351201,1180,16,1280,1296
768351202,1180,16,9073,9088
768351301,3321,18,1612,1630
768352101,1835,50,4327,4377
768352201,10357,24,1300,1324
768352202,10357,14,1478,1492
768352301,16256,35,1824,1859
768361101,1052,21,1068,1089
768361201,935,53,1957,2010
768361202,935,42,1645,1687
768361301,14139,38,1156,1194
768362101,1636,28,1497,1525
768362201,1052,38,1385,1423
768362202,1052,43,1526,1569
768362301,24772,30,930,960
768371101,267,33,6966,6998
768371201,341,47,5756,5803
768371202,341,13,1511,1525
768371301,3111,19,1617,1637
768372101,1778,32,10925,10956
768372201,5511,21,3405,3426
768372202,5511,17,1595,1612
768372301,7466,29,8561,8590
768381101,972,21,2209,2230
768381201,632,12,1079,1091
768381202,632,12,1081,1093
768381301,8066,8,751,759
768382101,3887,57,2435,2492
768382201,3110,26,2558,2584
768382202,3110,33,1292,1325
768382301,28765,26,2319,2345
768391101,856,39,7934,7973
768391201,257,37,6890,6927
768391202,257,42,4280,4322
768391301,7016,41,12800,12841
768392101,1711,20,4283,4303
768392201,1112,16,2069,2084
768392202,1112,30,2548,2579
768392301,10781,18,2603,2620
768401101,200,47,12384,12431
768401201,878,51,4126,4177
768401202,878,26,24191,24217
768401301,698,25,4432,4458
768402101,2993,51,8998,9049
768402201,11673,24,5728,5751
768402202,11673,21,2696,2716
768402301,15864,9,1457,1466
768411101,1324,20,2359,2379
768411102,1324,63,4905,4968
768411201,1060,20,3485,3505
768411202,1060,33,3683,3716
768411203,1060,42,3243,3284
768411204,1060,7,524,531
768411301,8741,14,1551,1564
768411302,8741,31,3066,3097
768421101,536,45,17649,17694
768421201,643,33,4396,4429
768421202,643,35,2645,2680
768421301,3590,8,1017,1026
768422101,2143,23,2334,2357
768422201,2357,23,2218,2241
768422202,2357,24,3020,3044
768422301,14359,33,3132,3165
768431101,945,34,5425,5460
768431102,945,46,16030,16076
768431201,1559,29,5206,5235
768431202,1559,32,5067,5099
768431203,1559,44,3934,3977
768431204,1559,22,2941,2963
768431301,10110,45,4419,4464
768431302,10110,,376,0
768441101,112,15,1412,1427
768441201,528,38,1861,1899
768441202,528,14,3943,3958
768441301,213,20,1538,1557
768442101,2921,61,6324,6385
768442201,4527,26,6384,6411
768442202,4527,17,1760,1777
768442301,9054,43,4011,4054
768451101,382,108,24849,24957
768451201,382,36,4571,4607
768451202,382,36,7345,7381
768451301,2749,38,6370,6408
768452101,3436,56,35961,36016
768452201,2405,3,517,520
768452202,2405,41,4515,4556
768452301,20958,25,6810,6835
768461101,1688,31,2370,2401
768461102,1688,35,4431,4466
768461201,1182,25,4391,4416
768461202,1182,37,2234,2270
768461203,1182,33,9138,9171
768461204,1182,27,1748,1775
768461301,15700,22,2012,2035
768461302,15700,35,3602,3637
768471101,521,38,5034,5073
768471201,469,19,3844,3864
768471202,469,18,2781,2799
768471301,5365,24,3269,3293
768472101,2084,29,26502,26531
768472201,833,23,6323,6346
768472202,833,24,3567,3591
768472301,11668,28,3046,3073
768481101,285,67,8842,8909
768481201,1955,33,4127,4160
768481202,1955,30,3564,3594
768481301,1028,6,1122,1128
768482101,1713,33,22567,22600
768482201,4539,21,2104,2125
768482202,4539,29,1770,1799
768482301,9420,35,3190,3225
768491101,777,23,3749,3772
768491102,777,38,4947,4986
768491201,1787,26,3108,3135
768491202,1787,14,1490,1505
768491203,1787,94,7966,8060
768491204,1787,22,3591,3613
768491301,9324,23,7615,7637
768491302,9324,22,3483,3505
768501101,1015,46,4540,4586
768501201,355,25,2108,2133
768501202,355,19,3013,3032
768501301,8928,8,932,940
768502101,1522,47,5734,5781
768502201,2435,20,3424,3444
768502202,2435,31,2140,2171
768502301,21915,16,1442,1457
768511101,759,12,1947,1959
768511102,759,46,8285,8331
768511201,797,48,6016,6064
768511202,797,5,551,556
768511203,797,21,4064,4085
768511204,797,5,547,553
768511301,9566,29,3309,3337
768511302,9566,13,1373,1386
768521101,323,25,3935,3960
768521201,356,11,1306,1317
768521202,356,23,2553,2576
768521301,2715,17,2097,2114
768522101,2262,30,9635,9665
768522201,1244,41,4290,4331
768522202,1244,12,2424,2435
768522301,15158,24,3488,3512
768531101,1405,35,6078,6113
768531102,1405,30,3165,3195
768531201,843,35,1951,1986
768531202,843,66,17597,17663
768531203,843,19,2342,2360
768531204,843,12,947,958
768531301,18261,25,3631,3656
768531302,18261,52,10273,10325
768541101,264,29,3362,3391
768541201,358,24,3484,3508
768541202,358,20,8486,8506
768541301,2786,44,3373,3416
768542101,2635,24,4013,4037
768542201,4084,19,2145,2165
768542202,4084,6,1607,1613
768542301,14492,16,1615,1631
768551101,494,42,4667,4709
768551201,716,44,3975,4020
768551202,716,32,3407,3440
768551301,3359,24,1957,1981
768552101,3458,30,5086,5116
768552201,5187,26,4360,4386
768552202,5187,20,3282,3302
768552301,18327,38,4029,4067
768561101,1065,43,18740,18782
768561102,1065,48,4306,4354
768561201,852,19,3630,3649
768561202,852,49,5385,5433
768561203,852,37,3084,3121
768561204,852,33,4972,5005
768561301,16823,24,2372,2396
768561302,16823,35,2497,2532
768571101,514,52,14797,14848
768571201,437,13,16008,16021
768571202,437,15,1988,2003
768571301,6682,17,4185,4203
768572101,2056,74,10827,10901
768572201,720,11,3793,3804
768572202,720,33,3129,3162
768572301,20970,14,2841,2855
768581101,508,18,2791,2808
768581201,432,11,1617,1629
768581202,432,27,2677,2704
768581301,4929,16,2504,2520
768582101,3557,12,1556,1568
768582201,4802,13,1421,1435
768582202,4802,22,3329,3350
768582301,15651,15,2139,2154
768591101,1197,69,43299,43367
768591201,658,18,3445,3462
768591202,658,51,6400,6452
768591301,6343,35,4474,4508
768592101,2394,80,11481,11561
768592201,838,17,2535,2552
768592202,838,48,3691,3739
768592301,10292,24,3411,3435
768601101,568,60,5714,5775
768601201,625,43,3124,3167
768601202,625,48,2378,2426
768601301,6591,22,1168,1190
768602101,1023,46,7433,7479
768602201,597,36,2104,2139
768602202,597,28,3334,3362
768602301,16876,14,934,948
768611101,404,44,8637,8680
768611201,639,53,4484,4537
768611202,639,30,4446,4476
768611301,5452,1,493,494
768612101,2692,70,25600,25670
768612201,538,43,57459,57502
768612202,538,47,28655,28702
768612301,17500,34,2317,2351
768621101,250,35,13554,13589
768621201,801,40,3004,3044
768621202,801,35,3046,3081
768621301,2427,30,5317,5347
768622101,2753,35,63654,63689
768622201,3303,33,9060,9093
768622202,3303,26,4657,4683
768622301,20094,17,1943,1960
768631101,709,78,7901,7979
768631201,760,66,2840,2906
768631202,760,20,4053,4073
768631301,7804,46,2481,2527
768632101,811,38,20496,20533
768632201,1318,36,2791,2827
768632202,1318,15,1584,1599
768632301,13378,38,5043,5081
768641101,361,39,16717,16755
768641201,560,24,15242,15266
768641202,560,23,12792,12815
768641301,2890,30,4366,4396
768642101,2168,27,13905,13932
768642201,1409,22,8243,8265
768642202,1409,16,3533,3550
768642301,15173,25,4167,4192
768651101,317,21,10668,10689
768651201,2015,32,3689,3721
768651202,2015,,2012,0
768651301,159,42,5754,5796
768652101,4442,28,13990,14019
768652201,13547,32,6846,6878
768652202,13547,38,69105,69143
768652301,1777,59,5298,5357
768671101,741,31,13488,13519
768671201,2853,24,5582,5607
768671202,2853,27,3713,3740
768671301,2816,27,2465,2492
768672101,2223,30,6551,6581
768672201,5891,25,5055,5080
768672202,5891,23,3943,3967
768672301,9337,25,1731,1756
768681101,166,58,12464,12522
768681201,58,42,4076,4117
768681202,58,38,3983,4021
768681301,1895,22,1905,1926
768682101,1047,31,2463,2494
768682201,1047,21,2553,2575
768682202,1047,12,2037,2050
768682301,12915,28,2280,2307
768691101,242,36,4849,4885
768691201,739,27,13186,13213
768691202,739,26,3432,3458
768691301,1599,32,18081,18112
768692101,1211,14,2920,2934
768692201,3028,7,761,768
768692202,3028,11,4151,4162
768692301,9691,7,3416,3423
768701101,375,51,17193,17244
768701201,975,38,7269,7307
768701202,975,25,11500,11525
768701301,2737,20,1530,1550
768702101,1874,38,9654,9692
768702201,4030,35,2876,2911
768702202,4030,43,2328,2371
768702301,14058,30,1795,1825
768711101,1042,48,3912,3960
768711201,469,44,6912,6956
768711202,469,63,7453,7515
768711301,7504,84,6375,6459
768712101,1042,93,11364,11457
768712201,938,33,11008,11041
768712202,938,44,6473,6517
768712301,15007,41,2089,2130
768721101,448,71,50193,50264
768721201,157,16,5059,5076
768721202,157,80,12994,13073
768721301,4431,69,35124,35193
768722101,2238,44,6191,6236
768722201,2126,41,5207,5249
768722202,2126,20,2137,2157
768722301,19022,51,3118,3169
768731101,659,40,5381,5421
768731201,362,16,1910,1926
768731202,362,26,2074,2100
768731301,6982,33,5571,5604
768732101,1581,64,16045,16109
768732201,790,38,8619,8658
768732202,790,44,6161,6205
768732301,16993,47,3535,3583
768741101,231,26,1724,1750
768741201,1097,12,552,564
768741202,1097,40,3043,3084
768741301,393,37,1893,1930
768742101,4389,32,4611,4643
768742201,24798,6,515,521
768742202,24798,5,1287,1292
768742301,3511,12,705,717
768751101,699,39,14223,14262
768751201,524,18,2227,2245
768751202,524,19,3079,3098
768751301,6010,10,453,463
768752101,2796,74,13282,13356
768752201,559,15,3649,3664
768752202,559,10,2175,2186
768752301,14257,28,9626,9654
768761101,917,37,3788,3825
768761201,2933,32,3064,3096
768761202,2933,21,1507,1528
768761301,3392,22,2505,2527
768762101,2750,38,4251,4289
768762201,4812,24,1915,1939
768762202,4812,34,2650,2684
768762301,6325,41,3313,3354
768771101,1128,36,9206,9243
768771201,338,41,3157,3198
768771202,338,20,2880,2900
768771301,10601,40,2495,2536
768772101,1579,54,16077,16131
768772201,2030,38,8704,8742
768772202,2030,41,9991,10031
768772301,16239,24,1794,1818
768781101,337,34,8534,8568
768781102,337,49,7903,7951
768781201,303,26,5253,5280
768781202,303,31,3670,3701
768781203,303,21,5631,5652
768781204,303,29,2375,2404
768781301,5458,39,2157,2196
768781302,5458,36,3393,3428
768791101,162,54,6654,6709
768791201,380,37,3948,3985
768791202,380,40,2690,2731
768791301,1311,55,4109,4164
768792101,1780,81,43105,43186
768792201,2225,34,3900,3934
768792202,2225,38,2395,2433
768792301,12639,28,1893,1921
768801101,48,79,6568,6647
768801201,473,24,1770,1793
768801202,473,51,7986,8038
768801301,144,64,5959,6023
768802101,1041,63,10146,10209
768802201,3124,29,1331,1360
768802202,3124,63,5048,5111
768802301,14788,54,13786,13840
768811101,838,44,16992,17036
768811102,838,27,10755,10782
768811201,1927,35,3941,3977
768811202,1927,14,18141,18155
768811203,1927,54,4325,4379
768811204,1927,58,1961,2019
768811301,15749,55,2726,2781
768811302,15749,70,3422,3492
768821101,843,28,4541,4569
768821201,716,39,1911,1950
768821202,716,37,8879,8916
768821203,716,46,2399,2445
768821204,716,35,3440,3475
768821301,7835,40,1213,1254
768822101,674,56,2188,2244
768822301,20726,22,607,628
768831101,163,52,9692,9744
768831201,225,49,3303,3352
768831202,225,29,5573,5602
768831301,4005,36,3078,3115
768832101,654,25,6096,6121
768832201,2125,54,6573,6627
768832202,2125,30,3964,3994
768832301,13242,40,2930,2970
768841101,206,36,6568,6605
768841201,412,24,2478,2501
768841202,412,24,2540,2564
768841301,3465,42,2318,2360
768842101,480,16,1568,1584
768842201,6484,57,1953,2010
768842202,6484,58,1580,1638
768842301,11767,31,841,872
768851101,88,32,1557,1589
768851102,88,19,2873,2893
768851201,264,16,588,604
768851202,264,31,1450,1481
768851203,264,53,1762,1815
768851204,264,26,846,872
768851301,3368,39,1631,1670
768851302,3368,21,1180,1201
768861101,241,108,10260,10367
768861201,578,22,3158,3180
768861202,578,23,3864,3887
768861301,2386,74,6643,6716
768862101,627,26,2722,2748
768862201,783,37,2350,2387
768862202,783,13,3092,3104
768862301,32272,38,1908,1946
768871101,166,37,4014,4052
768871201,582,36,2112,2149
768871202,582,,16,0
768871301,8986,14,1033,1047
768872101,1664,33,5768,5801
768872201,1830,42,10126,10167
768872202,1830,64,6048,6112
768872301,11316,28,3197,3224
768881101,510,63,14568,14630
768881201,1988,36,4485,4521
768881202,1988,40,5710,5749
768881301,2090,26,1631,1657
768882101,2039,28,6756,6784
768882201,11316,35,2616,2650
768882202,11316,17,2214,2231
768882301,1631,56,5053,5109
768891101,257,53,3946,3999
768891201,107,19,26387,26406
768891202,107,35,3201,3236
768891301,4240,49,1529,1578
768892101,343,46,4025,4071
768892201,86,24,929,953
768892202,86,26,2180,2206
768892301,7881,25,804,829
768901101,384,6,4167,4173
768901201,192,3,830,833
768901202,192,39,3656,3696
768901301,3222,53,4085,4138
768902101,2301,49,11054,11103
768902201,3452,,1341,0
768902202,3452,8,1826,1834
768902301,21173,24,1494,1518
768911101,908,33,2978,3011
768911201,862,42,2560,2602
768911202,862,47,3239,3286
768911301,11346,5,842,847
768912101,1815,42,2748,2790
768912201,817,6,423,429
768912202,817,,1150,0
768912301,12526,19,1071,1090
768921101,328,57,5829,5886
768921201,328,13,1672,1685
768921202,328,43,2380,2424
768921301,2823,19,1257,1276
768922101,2298,33,2157,2189
768922201,1724,26,1230,1256
768922202,1724,29,3772,3801
768922301,21143,27,1713,1740
768931101,540,48,5585,5633
768931102,540,70,7214,7284
768931201,540,44,4531,4575
768931202,540,53,5558,5611
768931203,540,18,7701,7719
768931204,540,27,2187,2215
768931301,8475,28,2552,2580
768931302,8475,50,5142,5193
768941101,215,15,2119,2134
768941201,678,37,2767,2804
768941202,678,14,1831,1845
768941301,65,22,2348,2371
768942101,2368,32,2934,2966
768942201,4143,23,2598,2621
768942202,4143,38,3056,3094
768942301,2131,27,1959,1986
768951101,105,24,3252,3276
768951201,1030,,1559,0
768951202,1030,,842,0
768951301,1712,16,11345,11361
768952101,3842,14,1243,1257
768952201,8453,33,2205,2238
768952202,8453,11,1698,1709
768952301,11142,32,3315,3347
768961101,973,11,1124,1136
768961201,1410,17,1052,1069
768961202,1410,9,738,747
768961301,6226,16,3126,3141
768962101,2918,10,3913,3924
768962201,5691,18,1370,1388
768962202,5691,22,4312,4334
768962301,18969,28,2955,2982
768971101,518,71,18014,18085
768971201,583,32,4169,4201
768971202,583,34,4728,4761
768971301,4082,35,4478,4513
768972101,1750,41,4018,4059
768972201,1264,42,4011,4053
768972202,1264,34,3909,3943
768972301,9137,15,1785,1800
768981101,326,48,24873,24921
768981201,653,34,7483,7517
768981202,653,46,11443,11489
768981301,2676,35,3265,3300
768982101,1631,58,84896,84954
768982201,2121,23,5024,5047
768982202,2121,17,5435,5452
768982301,14846,23,1472,1495
768991101,1016,42,57985,58027
768991102,1016,53,7075,7128
768991201,660,20,2742,2761
768991202,660,20,2552,2572
768991203,660,38,3484,3522
768991204,660,10,1846,1856
768991301,11380,34,2402,2436
768991302,11380,28,3180,3209
769001101,618,52,2756,2808
769001201,1515,6,1496,1502
769001202,1515,65,4743,4808
769001301,3524,120,6961,7081
769002101,989,44,2946,2990
769002201,3833,33,5126,5159
769002202,3833,33,1783,1816
769002301,3215,26,1004,1029
769011101,1187,75,4384,4459
769011102,1187,42,3254,3296
769011201,1246,32,2292,2325
769011202,1246,23,1114,1137
769011203,1246,26,1448,1474
769011204,1246,66,3666,3732
769011301,4867,36,3392,3428
769011302,4867,11,801,812
769021101,383,47,4818,4865
769021102,383,40,4323,4364
769021201,882,15,1453,1467
769021202,882,28,1519,1547
769021203,882,40,2528,2568
769021204,882,42,4568,4610
769021301,4717,4,598,602
769021302,4717,21,1681,1702
769031101,738,45,2788,2833
769031102,738,18,957,975
769031201,554,29,1016,1044
769031202,554,27,1477,1504
769031203,554,29,1656,1685
769031204,554,49,3124,3173
769031301,8933,62,3131,3192
769031302,8933,52,3755,3807
769041101,289,48,16335,16384
769041201,722,34,2385,2419
769041202,722,49,2181,2229
769041301,1674,29,2070,2099
769042101,1154,73,6648,6721
769042201,2020,34,2069,2103
769042202,2020,18,1862,1880
769042301,7850,21,2241,2261
769051101,190,20,3640,3659
769051201,238,42,2675,2717
769051202,238,35,12249,12284
769051301,1882,22,990,1012
769052101,1331,20,1695,1715
769052201,3393,38,1774,1812
769052202,3393,45,2684,2729
769052301,6520,27,1205,1232
769061101,462,29,7222,7251
769061201,1455,50,1770,1819
769061202,1455,8,1101,1109
769061301,2217,17,972,988
769062101,1385,54,3855,3909
769062201,2909,50,3176,3226
769062202,2909,68,3751,3820
769062301,6373,42,1966,2008
769071101,326,30,1535,1565
769071201,1125,47,2759,2806
769071202,1125,30,1185,1215
769071301,1207,31,786,817
769072101,783,77,2213,2290
769072201,1957,24,1460,1485
769072202,1957,33,2046,2080
769072301,7957,24,2184,2208
769081101,225,65,3596,3660
769081201,438,30,4056,4086
769081202,438,49,3490,3540
769081301,1393,51,1914,1965
769082101,1348,28,5253,5280
769082201,2562,36,3862,3898
769082202,2562,98,8373,8471
769082301,9304,40,1497,1537
769091101,536,45,3413,3458
769091201,1661,32,1742,1774
769091202,1661,40,1798,1838
769091301,1500,56,2439,2496
769092101,1072,32,1499,1531
769092201,1822,58,3138,3197
769092202,1822,49,4791,4840
769092301,5251,63,3793,3856
769101101,488,86,8147,8233
769101201,1488,26,1589,1615
769101203,1488,37,2106,2143
769101301,1366,4,509,513
769102101,1025,50,3114,3164
769102201,1976,47,1332,1379
769102202,1976,56,1680,1736
769102301,13029,25,1476,1501
769111101,925,42,6772,6814
769111201,1758,76,5186,5262
769111202,1758,9,861,871
769111301,3794,40,2242,2282
769112101,1851,48,3187,3234
769112201,4072,10,1080,1090
769112202,4072,10,1837,1847
769112301,6848,11,1593,1603
769121101,590,21,1618,1639
769121201,2447,15,1992,2007
769121202,2447,6,689,695
769121301,2240,30,3056,3086
769122101,1769,36,1859,1895
769122201,5394,60,2327,2387
769122202,5394,46,2465,2511
769122301,5306,56,3081,3136
769131101,719,43,1687,1730
769131201,2085,33,3575,3608
769131202,2085,36,6072,6107
769131301,3811,22,814,836
769132101,1438,36,6032,6068
769132201,3307,33,2382,2415
769132202,3307,52,3085,3137
769132301,4889,20,1225,1245
769141101,768,55,2714,2768
769141102,768,44,3811,3855
769141201,1420,22,2627,2649
769141202,1420,33,1638,1671
769141203,1420,57,1872,1929
769141204,1420,32,1677,1708
769141301,4835,33,1700,1733
769141302,4835,55,2426,2480
769151101,852,43,2171,2214
769151102,852,70,4556,4625
769151201,3792,20,4437,4457
769151202,3792,48,4975,5024
769151203,3792,17,1957,1974
769151204,3792,5,688,693
769151301,1789,60,3714,3774
769151302,1789,39,2643,2682
769161101,402,47,6285,6332
769161201,221,45,6110,6156
769161202,221,28,1758,1786
769161301,3494,28,2028,2057
769162101,2008,76,6632,6708
769162201,1004,29,1220,1249
769162202,1004,8,1493,1502
769162301,17270,11,1077,1087
769171101,295,34,2778,2812
769171201,1315,20,1317,1337
769171202,1315,55,3164,3219
769171301,945,15,1197,1211
769172101,1182,66,3076,3141
769172201,4800,40,1663,1703
769172202,4800,26,1662,1688
769172301,3840,48,1937,1985
769181101,268,54,3194,3248
769181201,937,33,2865,2898
769181202,937,49,2110,2159
769181301,1794,28,3002,3030
769182101,1607,85,4578,4663
769182201,6669,26,2963,2989
769182202,6669,25,1947,1972
769182301,4339,50,3385,3435
769191101,335,43,4369,4412
769191102,335,13,10131,10144
769191201,2200,74,5175,5249
769191202,2200,13,1078,1090
769191203,2200,34,3228,3262
769191204,2200,52,1281,1333
769191301,3394,26,3205,3231
769191302,3394,18,2902,2919
769201101,210,45,1115,1160
769201201,579,19,639,658
769201202,579,73,1475,1548
769201301,3086,45,1498,1544
769202101,736,46,1343,1389
769202201,1367,31,1738,1769
769202202,1367,20,865,885
769202301,7258,24,1102,1127
769211101,821,30,3009,3039
769211102,821,19,2018,2037
769211201,3490,52,4973,5025
769211202,3490,40,1447,1487
769211203,3490,60,3399,3459
769211204,3490,27,2063,2091
769211301,2566,58,2448,2506
769211302,2566,19,1203,1222
769221101,559,60,2883,2943
769221102,559,79,3829,3908
769221201,2991,41,2508,2549
769221202,2991,34,3058,3092
769221203,2991,37,2168,2205
769221204,2991,35,2359,2394
